request_type,department,officer_workload,queue_size,priority,medical_urgency,legal_urgency,citizen_category,escalation_count,base_days,sla_limit_days,processing_days,delayed,sla_breached,officer_id,is_anomaly,anomaly_type
Business License,Commercial,17,96,Medium,0,0,OBC,0,20.0,25.0,57.07,1,1,112,0,None
Income Certificate,Revenue,28,228,High,0,0,ST,1,5.0,7.0,23.87,1,1,102,0,None
Land Approval,Land,21,117,Medium,0,0,General,2,30.0,45.0,179.2,1,1,106,0,None
Income Certificate,Revenue,24,206,Medium,0,0,General,1,5.0,7.0,29.66,1,1,104,0,None
Pension Request,Social Welfare,15,132,Medium,0,0,General,0,18.0,21.0,50.0,1,1,113,0,None
Land Approval,Land,13,101,High,0,0,ST,1,30.0,45.0,84.47,1,1,110,0,None
Caste Certificate,Revenue,15,99,Medium,0,0,OBC,2,7.0,10.0,35.13,1,1,107,0,None
General Service Request,Revenue,25,228,Medium,0,0,General,2,6.0,10.0,48.83,1,1,110,0,None
Residence Certificate,Revenue,45,205,Critical,0,0,General,0,4.0,7.0,8.67,1,1,114,0,None
Residence Certificate,Revenue,20,98,Critical,1,0,General,0,4.0,7.0,4.26,0,0,103,0,None
Scholarship Request,Social Welfare,25,214,Medium,0,0,SC,0,12.0,15.0,53.33,1,1,114,0,None
Complaint Registration,Complaints,11,98,Medium,0,0,General,0,15.0,20.0,37.83,1,1,103,1,high_rejections
Business License,Commercial,24,154,Low,0,0,OBC,0,20.0,25.0,97.92,1,1,104,0,None
General Service Request,Revenue,11,73,Low,0,0,General,0,6.0,10.0,16.78,1,1,105,0,None
General Service Request,Revenue,21,95,Medium,0,0,General,0,6.0,10.0,15.6,1,1,112,0,None
General Service Request,Revenue,20,80,Medium,0,0,OBC,0,6.0,10.0,18.01,1,1,114,0,None
Caste Certificate,Revenue,20,147,High,0,0,OBC,0,7.0,10.0,18.14,1,1,103,0,None
Business License,Commercial,28,198,Medium,0,0,OBC,1,20.0,25.0,125.08,1,1,101,0,None
Complaint Registration,Complaints,24,185,Medium,0,0,General,0,15.0,20.0,60.03,1,1,112,0,None
Business License,Commercial,14,104,Low,0,0,General,0,20.0,25.0,72.48,1,1,108,0,None
Scholarship Request,Social Welfare,18,121,Medium,0,0,ST,0,12.0,15.0,31.96,1,1,102,0,None
Complaint Registration,Complaints,18,176,Medium,0,0,ST,0,15.0,20.0,54.9,1,1,105,0,None
Business License,Commercial,17,154,Critical,0,0,OBC,0,20.0,25.0,26.79,1,1,101,0,None
Complaint Registration,Complaints,18,147,Medium,0,0,SC,0,15.0,20.0,51.58,1,1,104,0,None
Business License,Commercial,21,122,Medium,0,0,General,1,20.0,25.0,89.17,1,1,101,0,None
Scholarship Request,Social Welfare,35,209,Medium,0,0,OBC,0,12.0,15.0,56.11,1,1,103,0,None
Residence Certificate,Revenue,27,182,Medium,0,0,ST,1,4.0,7.0,23.97,1,1,102,0,None
Income Certificate,Revenue,16,78,Medium,0,0,General,0,5.0,7.0,12.87,1,1,101,1,high_rejections
Complaint Registration,Complaints,28,206,Low,0,0,General,1,15.0,20.0,125.64,1,1,106,0,None
Caste Certificate,Revenue,19,162,Medium,0,0,Differently Abled,0,7.0,10.0,23.65,1,1,103,0,None
Residence Certificate,Revenue,11,97,Medium,0,0,SC,0,4.0,7.0,9.72,1,1,109,0,None
Residence Certificate,Revenue,10,101,Critical,0,1,General,0,4.0,7.0,3.77,0,0,110,0,None
Business License,Commercial,32,197,Medium,0,0,SC,2,20.0,25.0,165.34,1,1,101,0,None
Income Certificate,Revenue,18,175,Medium,0,0,ST,0,5.0,7.0,18.44,1,1,109,0,None
Residence Certificate,Revenue,27,157,Low,0,0,General,0,4.0,7.0,20.92,1,1,104,0,None
Residence Certificate,Revenue,15,74,High,0,0,General,0,4.0,7.0,7.83,1,1,102,0,None
Residence Certificate,Revenue,13,111,Low,0,0,General,0,4.0,7.0,13.8,1,1,103,0,None
Complaint Registration,Complaints,27,251,Medium,0,0,OBC,0,15.0,20.0,70.7,1,1,104,0,None
General Service Request,Revenue,19,105,Critical,1,0,General,1,6.0,10.0,12.32,1,1,106,0,None
Pension Request,Social Welfare,16,100,Medium,0,0,General,0,18.0,21.0,49.81,1,1,102,0,None
General Service Request,Revenue,15,120,Low,0,0,General,0,6.0,10.0,21.63,1,1,101,0,None
Pension Request,Social Welfare,13,118,High,0,0,General,0,18.0,21.0,38.31,1,1,102,0,None
Complaint Registration,Complaints,31,166,Critical,0,0,ST,1,15.0,20.0,38.39,1,1,112,0,None
Land Approval,Land,20,122,Low,0,0,General,0,30.0,45.0,122.31,1,1,109,0,None
Business License,Commercial,9,49,Critical,0,0,General,0,20.0,25.0,15.27,0,0,109,1,high_rejections
Land Approval,Land,18,132,Medium,0,0,Senior Citizen,0,30.0,45.0,98.1,1,1,110,0,None
Caste Certificate,Revenue,14,108,Critical,0,1,General,0,7.0,10.0,7.42,0,0,113,0,None
Complaint Registration,Complaints,15,126,Critical,0,0,SC,1,15.0,20.0,22.19,1,1,107,0,None
Scholarship Request,Social Welfare,14,77,Medium,0,0,General,0,12.0,15.0,31.88,1,1,104,0,None
Income Certificate,Revenue,13,101,Low,0,0,SC,0,5.0,7.0,16.98,1,1,101,0,None
Business License,Commercial,14,109,High,0,0,SC,0,20.0,25.0,36.05,1,1,112,0,None
Business License,Commercial,23,221,Critical,0,1,General,0,20.0,25.0,40.75,1,1,114,0,None
Income Certificate,Revenue,36,206,Medium,0,0,General,0,5.0,7.0,24.51,1,1,112,0,None
Caste Certificate,Revenue,33,204,Medium,0,0,General,3,7.0,10.0,73.04,1,1,112,0,None
Residence Certificate,Revenue,20,130,Medium,0,0,SC,0,4.0,7.0,12.29,1,1,105,0,None
Complaint Registration,Complaints,13,103,Low,0,0,General,0,15.0,20.0,49.25,1,1,105,0,None
Land Approval,Land,19,117,Medium,0,0,OBC,0,30.0,45.0,98.06,1,1,105,0,None
Caste Certificate,Revenue,18,150,High,0,0,General,0,7.0,10.0,16.73,1,1,105,0,None
General Service Request,Revenue,20,130,Critical,0,0,SC,2,6.0,10.0,13.89,1,1,113,0,None
Pension Request,Social Welfare,18,139,Low,0,0,Differently Abled,0,18.0,21.0,75.51,1,1,102,0,None
Pension Request,Social Welfare,24,228,Medium,0,0,General,2,18.0,21.0,147.96,1,1,107,0,None
Income Certificate,Revenue,21,94,Medium,0,0,SC,0,5.0,7.0,14.62,1,1,114,0,None
Income Certificate,Revenue,31,144,Critical,0,1,General,0,5.0,7.0,8.68,1,1,103,0,None
Complaint Registration,Complaints,31,188,Critical,1,0,General,0,15.0,20.0,26.19,1,1,108,0,None
Business License,Commercial,24,127,Medium,0,0,General,0,20.0,25.0,66.13,1,1,108,0,None
Complaint Registration,Complaints,16,136,High,0,0,OBC,0,15.0,20.0,31.34,1,1,102,0,None
Business License,Commercial,21,118,Medium,0,0,SC,0,20.0,25.0,66.67,1,1,109,0,None
Pension Request,Social Welfare,30,221,High,0,0,SC,1,18.0,21.0,78.06,1,1,114,1,excessive_delay
Business License,Commercial,16,73,Medium,0,0,OBC,0,20.0,25.0,49.91,1,1,112,0,None
Scholarship Request,Social Welfare,16,108,Medium,0,0,General,0,12.0,15.0,32.45,1,1,114,0,None
Residence Certificate,Revenue,22,150,Critical,0,0,ST,0,4.0,7.0,5.44,1,0,103,0,None
General Service Request,Revenue,28,180,Medium,0,0,General,0,6.0,10.0,25.44,1,1,110,0,None
General Service Request,Revenue,15,101,Low,0,0,General,0,6.0,10.0,22.24,1,1,106,0,None
Scholarship Request,Social Welfare,10,83,High,0,0,OBC,0,12.0,15.0,22.42,1,1,108,0,None
Scholarship Request,Social Welfare,10,112,High,0,1,General,0,12.0,15.0,22.83,1,1,114,0,None
Caste Certificate,Revenue,20,98,Medium,0,0,General,0,7.0,10.0,21.29,1,1,101,0,None
Scholarship Request,Social Welfare,16,150,High,0,0,OBC,0,12.0,15.0,29.17,1,1,114,0,None
Business License,Commercial,17,162,Medium,0,0,OBC,0,20.0,25.0,71.45,1,1,113,0,None
Land Approval,Land,11,76,Medium,0,0,OBC,3,30.0,45.0,149.52,1,1,106,0,None
Scholarship Request,Social Welfare,19,176,Low,0,0,General,0,12.0,15.0,55.27,1,1,103,0,None
Land Approval,Land,10,100,Critical,0,0,General,0,30.0,45.0,43.15,1,0,107,0,None
Caste Certificate,Revenue,13,93,Critical,0,1,General,0,7.0,10.0,6.01,0,0,110,0,None
Residence Certificate,Revenue,20,116,Medium,0,0,OBC,0,4.0,7.0,12.77,1,1,114,0,None
Income Certificate,Revenue,33,288,Low,0,0,General,1,5.0,7.0,51.46,1,1,107,0,None
Complaint Registration,Complaints,13,122,Critical,0,0,Differently Abled,0,15.0,20.0,19.54,1,0,106,0,None
Complaint Registration,Complaints,26,175,High,0,0,General,0,15.0,20.0,43.77,1,1,104,0,None
Business License,Commercial,27,115,Medium,0,0,OBC,0,20.0,25.0,70.01,1,1,106,0,None
Caste Certificate,Revenue,18,169,Critical,0,1,Senior Citizen,0,7.0,10.0,9.78,1,0,101,0,None
Caste Certificate,Revenue,19,132,Medium,0,0,SC,0,7.0,10.0,23.41,1,1,109,0,None
Residence Certificate,Revenue,18,106,High,0,1,SC,1,4.0,7.0,10.9,1,1,101,0,None
Complaint Registration,Complaints,43,266,Low,0,0,General,0,15.0,20.0,113.0,1,1,114,0,None
Income Certificate,Revenue,32,175,Critical,0,0,ST,0,5.0,7.0,29.09,1,1,109,1,excessive_delay
Complaint Registration,Complaints,14,58,Low,0,0,OBC,0,15.0,20.0,46.19,1,1,108,0,None
Scholarship Request,Social Welfare,15,84,Medium,0,0,General,0,12.0,15.0,25.82,1,1,109,0,None
Residence Certificate,Revenue,20,107,Low,0,0,General,0,4.0,7.0,15.73,1,1,108,0,None
Business License,Commercial,26,127,Low,0,0,ST,0,20.0,25.0,95.15,1,1,113,0,None
Caste Certificate,Revenue,15,116,Medium,0,0,SC,0,7.0,10.0,19.86,1,1,104,0,None
Scholarship Request,Social Welfare,31,284,Low,0,0,SC,0,12.0,15.0,84.67,1,1,110,0,None
General Service Request,Revenue,20,135,High,0,1,General,0,6.0,10.0,32.52,1,1,106,1,excessive_delay
General Service Request,Revenue,19,93,Medium,0,0,General,0,6.0,10.0,16.21,1,1,101,0,None
Income Certificate,Revenue,14,88,High,0,0,OBC,0,5.0,7.0,8.44,1,1,104,0,None
General Service Request,Revenue,14,138,Low,0,0,General,0,6.0,10.0,24.96,1,1,113,0,None
Scholarship Request,Social Welfare,17,130,Medium,0,0,General,0,12.0,15.0,39.31,1,1,106,0,None
Land Approval,Land,16,163,Medium,0,0,ST,0,30.0,45.0,116.15,1,1,104,0,None
Residence Certificate,Revenue,16,94,Critical,1,0,SC,0,4.0,7.0,4.48,0,0,109,0,None
Business License,Commercial,6,53,Low,0,0,SC,0,20.0,25.0,51.63,1,1,114,0,None
Business License,Commercial,18,101,Medium,0,0,General,0,20.0,25.0,57.62,1,1,104,0,None
Business License,Commercial,19,108,Medium,0,0,General,1,20.0,25.0,86.07,1,1,112,0,None
Scholarship Request,Social Welfare,17,158,Low,0,0,Senior Citizen,0,12.0,15.0,52.86,1,1,109,0,None
Caste Certificate,Revenue,15,109,Medium,0,0,OBC,0,7.0,10.0,21.67,1,1,110,0,None
Complaint Registration,Complaints,18,156,Low,0,0,SC,0,15.0,20.0,65.91,1,1,108,0,None
Business License,Commercial,20,165,Medium,0,0,General,0,20.0,25.0,73.99,1,1,102,0,None
Pension Request,Social Welfare,13,138,Medium,0,0,General,0,18.0,21.0,54.47,1,1,108,0,None
Business License,Commercial,17,89,Medium,0,0,Senior Citizen,0,20.0,25.0,52.61,1,1,108,0,None
Land Approval,Land,15,70,Medium,0,0,General,0,30.0,45.0,81.47,1,1,113,0,None
Income Certificate,Revenue,13,80,Low,0,0,OBC,0,5.0,7.0,16.04,1,1,102,0,None
General Service Request,Revenue,23,166,High,0,0,General,0,6.0,10.0,16.67,1,1,111,0,None
Land Approval,Land,37,290,Medium,0,0,OBC,0,30.0,45.0,170.91,1,1,110,0,None
Income Certificate,Revenue,19,104,Medium,0,0,ST,0,5.0,7.0,15.7,1,1,107,0,None
Land Approval,Land,21,109,Low,0,0,SC,0,30.0,45.0,117.77,1,1,114,0,None
General Service Request,Revenue,7,79,Medium,0,0,SC,0,6.0,10.0,14.41,1,1,109,0,None
Pension Request,Social Welfare,18,122,High,0,0,General,0,18.0,21.0,42.58,1,1,111,0,None
Caste Certificate,Revenue,17,157,Critical,0,0,ST,0,7.0,10.0,8.98,1,0,107,0,None
Land Approval,Land,35,155,Medium,0,0,General,1,30.0,45.0,179.05,1,1,110,0,None
Scholarship Request,Social Welfare,19,132,Low,0,0,OBC,0,12.0,15.0,51.6,1,1,109,0,None
Residence Certificate,Revenue,11,79,High,0,0,General,1,4.0,7.0,9.25,1,1,113,0,None
Residence Certificate,Revenue,12,127,Medium,0,0,ST,0,4.0,7.0,11.03,1,1,113,0,None
Scholarship Request,Social Welfare,14,143,High,0,0,Senior Citizen,0,12.0,15.0,26.89,1,1,107,0,None
Pension Request,Social Welfare,11,69,Medium,0,0,General,1,18.0,21.0,56.22,1,1,113,0,None
Income Certificate,Revenue,8,88,Low,0,0,General,0,5.0,7.0,14.62,1,1,107,0,None
General Service Request,Revenue,18,122,Low,0,0,ST,1,6.0,10.0,34.25,1,1,108,0,None
Land Approval,Land,17,148,Medium,0,0,Senior Citizen,0,30.0,45.0,106.3,1,1,108,0,None
Pension Request,Social Welfare,13,115,Low,0,0,General,0,18.0,21.0,63.42,1,1,110,0,None
Caste Certificate,Revenue,15,155,Medium,0,0,General,1,7.0,10.0,32.81,1,1,105,0,None
Residence Certificate,Revenue,23,106,Medium,0,0,OBC,0,4.0,7.0,13.54,1,1,105,0,None
General Service Request,Revenue,32,210,Low,0,0,General,0,6.0,10.0,36.88,1,1,105,0,None
Caste Certificate,Revenue,21,80,Critical,0,1,SC,0,7.0,10.0,6.56,0,0,101,0,None
General Service Request,Revenue,13,84,Medium,0,0,SC,0,6.0,10.0,0.5,0,0,106,1,fast_approval
Residence Certificate,Revenue,29,211,High,0,1,OBC,0,4.0,7.0,11.86,1,1,111,0,None
Residence Certificate,Revenue,19,132,Medium,0,0,General,1,4.0,7.0,18.5,1,1,106,0,None
Land Approval,Land,20,179,Low,0,0,SC,0,30.0,45.0,152.18,1,1,105,0,None
Complaint Registration,Complaints,22,96,Critical,0,1,General,0,15.0,20.0,23.94,1,1,107,0,None
Residence Certificate,Revenue,10,102,High,0,0,ST,0,4.0,7.0,16.94,1,1,113,1,excessive_delay
Pension Request,Social Welfare,13,108,Low,0,0,General,0,18.0,21.0,68.96,1,1,109,0,None
Income Certificate,Revenue,7,48,Medium,0,0,General,0,5.0,7.0,9.45,1,1,110,0,None
Residence Certificate,Revenue,17,129,Medium,0,0,General,2,4.0,7.0,23.15,1,1,102,0,None
Residence Certificate,Revenue,11,56,Low,0,0,General,0,4.0,7.0,11.61,1,1,108,0,None
General Service Request,Revenue,17,123,Medium,0,0,General,0,6.0,10.0,17.9,1,1,107,0,None
Business License,Commercial,10,100,High,0,1,General,0,20.0,25.0,35.7,1,1,111,0,None
Complaint Registration,Complaints,15,102,Medium,0,0,Differently Abled,0,15.0,20.0,40.81,1,1,101,0,None
Pension Request,Social Welfare,13,94,Medium,0,0,Senior Citizen,0,18.0,21.0,44.83,1,1,108,0,None
Complaint Registration,Complaints,20,186,Medium,0,0,OBC,0,15.0,20.0,59.14,1,1,102,0,None
Business License,Commercial,12,125,Low,0,0,General,0,20.0,25.0,74.55,1,1,103,0,None
Complaint Registration,Complaints,19,175,Medium,0,0,General,0,15.0,20.0,55.47,1,1,109,0,None
Pension Request,Social Welfare,15,92,Critical,1,0,General,0,18.0,21.0,18.65,0,0,106,0,None
Land Approval,Land,14,74,Medium,0,0,Senior Citizen,0,30.0,45.0,70.16,1,1,103,0,None
Business License,Commercial,19,89,High,0,0,General,2,20.0,25.0,69.97,1,1,105,0,None
Income Certificate,Revenue,25,227,High,0,0,General,0,5.0,7.0,15.53,1,1,107,0,None
Pension Request,Social Welfare,21,159,Medium,0,0,Senior Citizen,0,18.0,21.0,62.66,1,1,113,0,None
Land Approval,Land,14,102,Low,0,0,General,0,30.0,45.0,107.17,1,1,102,0,None
Residence Certificate,Revenue,37,187,Medium,0,0,OBC,1,4.0,7.0,24.99,1,1,106,0,None
General Service Request,Revenue,17,88,High,0,0,ST,1,6.0,10.0,17.36,1,1,102,0,None
Pension Request,Social Welfare,13,102,Low,0,0,General,0,18.0,21.0,63.01,1,1,111,0,None
General Service Request,Revenue,13,106,Critical,0,0,Senior Citizen,0,6.0,10.0,6.02,0,0,111,0,None
Income Certificate,Revenue,16,76,Medium,0,0,General,0,5.0,7.0,11.35,1,1,108,0,None
Complaint Registration,Complaints,24,178,High,0,0,General,0,15.0,20.0,42.99,1,1,106,0,None
General Service Request,Revenue,17,91,Low,0,0,General,0,6.0,10.0,19.84,1,1,109,0,None
Business License,Commercial,17,100,Medium,0,0,Senior Citizen,0,20.0,25.0,53.52,1,1,114,0,None
Income Certificate,Revenue,16,90,High,0,0,General,0,5.0,7.0,8.66,1,1,105,0,None
Land Approval,Land,23,102,Critical,1,0,General,0,30.0,45.0,34.02,0,0,108,0,None
Complaint Registration,Complaints,17,134,Low,0,0,SC,0,15.0,20.0,66.76,1,1,102,0,None
Business License,Commercial,36,245,Low,0,0,ST,0,20.0,25.0,135.67,1,1,114,0,None
Complaint Registration,Complaints,12,93,Low,0,0,General,0,15.0,20.0,51.01,1,1,105,0,None
Residence Certificate,Revenue,17,75,Low,0,0,General,0,4.0,7.0,12.56,1,1,109,0,None
Caste Certificate,Revenue,14,141,Medium,0,0,ST,0,7.0,10.0,19.9,1,1,103,0,None
Complaint Registration,Complaints,30,162,Medium,0,0,OBC,0,15.0,20.0,60.42,1,1,113,0,None
Income Certificate,Revenue,12,93,Medium,0,0,General,0,5.0,7.0,13.48,1,1,105,0,None
Land Approval,Land,19,115,Medium,0,0,OBC,0,30.0,45.0,90.49,1,1,110,0,None
Residence Certificate,Revenue,18,132,Medium,0,0,ST,0,4.0,7.0,12.74,1,1,105,0,None
Pension Request,Social Welfare,21,194,Medium,0,0,General,2,18.0,21.0,132.99,1,1,108,0,None
Complaint Registration,Complaints,32,160,Medium,0,0,ST,1,15.0,20.0,92.96,1,1,108,0,None
Residence Certificate,Revenue,16,127,Low,0,0,Senior Citizen,0,4.0,7.0,16.41,1,1,109,1,high_rejections
Pension Request,Social Welfare,24,112,Medium,0,0,General,1,18.0,21.0,85.23,1,1,106,0,None
Income Certificate,Revenue,10,74,Low,0,0,General,0,5.0,7.0,15.25,1,1,111,0,None
Caste Certificate,Revenue,14,115,Medium,0,0,Differently Abled,1,7.0,10.0,28.16,1,1,105,0,None
Pension Request,Social Welfare,17,143,Low,0,0,General,0,18.0,21.0,74.5,1,1,114,0,None
Income Certificate,Revenue,22,140,Low,0,0,General,0,5.0,7.0,23.14,1,1,107,0,None
Complaint Registration,Complaints,11,100,Critical,0,0,OBC,0,15.0,20.0,13.36,0,0,111,0,None
Income Certificate,Revenue,15,87,High,0,0,General,0,5.0,7.0,9.05,1,1,105,0,None
Business License,Commercial,20,173,Critical,1,0,OBC,1,20.0,25.0,37.62,1,1,103,0,None
Scholarship Request,Social Welfare,21,118,Critical,0,0,ST,0,12.0,15.0,14.66,0,0,108,0,None
Pension Request,Social Welfare,15,97,Medium,0,0,ST,0,18.0,21.0,48.51,1,1,102,0,None
Income Certificate,Revenue,11,85,Medium,0,0,ST,0,5.0,7.0,10.41,1,1,106,0,None
Scholarship Request,Social Welfare,23,143,Medium,0,0,General,0,12.0,15.0,42.05,1,1,103,0,None
Land Approval,Land,42,212,Medium,0,0,General,2,30.0,45.0,284.53,1,1,101,0,None
Complaint Registration,Complaints,22,148,Low,0,0,General,1,15.0,20.0,96.39,1,1,103,0,None
Business License,Commercial,19,115,Critical,0,1,OBC,0,20.0,25.0,23.68,0,0,103,0,None
Land Approval,Land,14,148,Medium,0,0,OBC,0,30.0,45.0,92.52,1,1,106,0,None
Land Approval,Land,30,247,Critical,0,0,General,2,30.0,45.0,111.35,1,1,111,0,None
General Service Request,Revenue,12,122,Medium,0,0,General,0,6.0,10.0,16.68,1,1,101,0,None
Business License,Commercial,23,165,High,0,0,OBC,0,20.0,25.0,53.92,1,1,108,0,None
Land Approval,Land,10,87,Critical,1,0,ST,0,30.0,45.0,32.18,0,0,112,0,None
Scholarship Request,Social Welfare,24,133,Medium,0,0,ST,0,12.0,15.0,41.84,1,1,114,0,None
General Service Request,Revenue,11,111,High,0,0,Differently Abled,1,6.0,10.0,16.32,1,1,104,0,None
Business License,Commercial,14,100,Low,0,0,General,0,20.0,25.0,74.68,1,1,108,0,None
Scholarship Request,Social Welfare,33,185,Medium,0,0,SC,0,12.0,15.0,54.72,1,1,103,0,None
General Service Request,Revenue,14,120,Medium,0,0,General,0,6.0,10.0,17.83,1,1,103,0,None
Scholarship Request,Social Welfare,15,104,High,0,0,General,0,12.0,15.0,21.97,1,1,101,0,None
Scholarship Request,Social Welfare,13,115,Low,0,0,General,2,12.0,15.0,78.26,1,1,108,0,None
Caste Certificate,Revenue,28,156,Medium,0,0,SC,0,7.0,10.0,0.79,0,0,103,1,fast_approval
Income Certificate,Revenue,15,98,Medium,0,0,General,0,5.0,7.0,14.15,1,1,113,0,None
Pension Request,Social Welfare,13,115,Critical,0,0,General,0,18.0,21.0,20.25,0,0,108,0,None
Business License,Commercial,18,154,Low,0,0,General,0,20.0,25.0,85.87,1,1,106,0,None
Land Approval,Land,19,143,Medium,0,0,General,0,30.0,45.0,102.83,1,1,111,0,None
Residence Certificate,Revenue,6,43,Low,0,0,OBC,3,4.0,7.0,19.58,1,1,105,0,None
Income Certificate,Revenue,12,81,Critical,1,0,General,0,5.0,7.0,4.93,0,0,114,0,None
Business License,Commercial,16,87,Critical,0,1,General,0,20.0,25.0,18.8,0,0,101,0,None
Residence Certificate,Revenue,25,116,Low,0,0,OBC,0,4.0,7.0,18.03,1,1,110,0,None
Residence Certificate,Revenue,19,182,Low,0,0,ST,0,4.0,7.0,20.5,1,1,110,0,None
Land Approval,Land,8,75,High,0,1,General,0,30.0,45.0,52.88,1,1,102,0,None
General Service Request,Revenue,13,127,Low,0,0,OBC,0,6.0,10.0,20.94,1,1,102,0,None
Business License,Commercial,17,180,Medium,0,0,General,0,20.0,25.0,73.99,1,1,110,0,None
Residence Certificate,Revenue,19,182,High,0,0,SC,3,4.0,7.0,23.66,1,1,105,0,None
Scholarship Request,Social Welfare,23,126,Low,0,0,OBC,0,12.0,15.0,53.74,1,1,112,0,None
Pension Request,Social Welfare,32,134,Medium,0,0,ST,0,18.0,21.0,0.5,0,0,105,1,fast_approval
Business License,Commercial,17,144,Medium,0,0,ST,0,20.0,25.0,64.04,1,1,101,0,None
Income Certificate,Revenue,13,134,Medium,0,0,OBC,0,5.0,7.0,14.97,1,1,107,0,None
Income Certificate,Revenue,31,207,Low,0,0,General,0,5.0,7.0,29.64,1,1,106,0,None
Land Approval,Land,37,297,High,0,0,OBC,0,30.0,45.0,119.21,1,1,104,0,None
General Service Request,Revenue,14,100,High,0,0,General,0,6.0,10.0,10.01,1,1,108,0,None
Income Certificate,Revenue,9,90,High,0,0,SC,3,5.0,7.0,19.26,1,1,104,0,None
Complaint Registration,Complaints,15,87,High,1,0,General,0,15.0,20.0,27.06,1,1,113,0,None
Residence Certificate,Revenue,24,123,High,0,0,OBC,2,4.0,7.0,17.38,1,1,114,0,None
Pension Request,Social Welfare,32,180,Low,0,0,General,0,18.0,21.0,106.0,1,1,106,0,None
Pension Request,Social Welfare,18,147,Critical,0,0,General,0,18.0,21.0,22.72,1,1,103,0,None
Scholarship Request,Social Welfare,19,80,Critical,1,0,SC,0,12.0,15.0,16.2,1,1,114,0,None
General Service Request,Revenue,13,83,Low,0,0,General,0,6.0,10.0,18.39,1,1,102,0,None
Income Certificate,Revenue,9,81,Low,0,0,General,0,5.0,7.0,14.86,1,1,103,0,None
Business License,Commercial,22,171,Medium,0,0,SC,2,20.0,25.0,142.07,1,1,114,0,None
Income Certificate,Revenue,19,108,Medium,0,0,General,1,5.0,7.0,20.67,1,1,111,0,None
General Service Request,Revenue,15,84,Critical,0,1,ST,0,6.0,10.0,6.01,0,0,110,0,None
General Service Request,Revenue,24,157,Medium,0,0,OBC,0,6.0,10.0,22.01,1,1,114,0,None
Complaint Registration,Complaints,20,146,Medium,0,0,OBC,0,15.0,20.0,52.23,1,1,101,0,None
Residence Certificate,Revenue,35,169,Medium,0,0,General,0,4.0,7.0,17.01,1,1,110,0,None
Land Approval,Land,15,133,Low,0,0,OBC,0,30.0,45.0,117.41,1,1,114,0,None
Caste Certificate,Revenue,13,102,Medium,0,0,Senior Citizen,0,7.0,10.0,16.04,1,1,107,0,None
Complaint Registration,Complaints,48,214,Medium,0,0,General,0,15.0,20.0,78.87,1,1,106,0,None
Scholarship Request,Social Welfare,27,233,High,0,1,General,0,12.0,15.0,38.14,1,1,107,0,None
Scholarship Request,Social Welfare,19,156,Critical,0,1,General,0,12.0,15.0,16.72,1,1,114,0,None
Income Certificate,Revenue,16,142,High,0,0,General,1,5.0,7.0,16.24,1,1,103,0,None
Pension Request,Social Welfare,15,137,Critical,0,0,SC,1,18.0,21.0,28.31,1,1,106,0,None
Income Certificate,Revenue,25,129,Medium,0,0,General,0,5.0,7.0,16.84,1,1,108,0,None
Pension Request,Social Welfare,12,91,High,0,0,OBC,0,18.0,21.0,33.32,1,1,111,0,None
Scholarship Request,Social Welfare,12,124,Medium,0,0,General,0,12.0,15.0,34.85,1,1,101,0,None
